厂商名,域名,厂商级别,厂商排位,严重最高奖励,高危最高奖励,中危最高奖励,低危最高奖励
OkCoin韩国站,https://www.okcoinkr.com/,C,0.5833,1.16 ETH,0.76 ETH,0.21 ETH,0.04 ETH
李逵,https://liqui.io/,C,0.5357,1.15 ETH,0.76 ETH,0.2 ETH,0.03 ETH
Bitso,https://bitso.com,C,0.4881,1.15 ETH,0.75 ETH,0.19 ETH,0.02 ETH
柯宾汉,https://www.cobinhood.com/,C,0.4643,1.14 ETH,0.75 ETH,0.19 ETH,0.01 ETH
Tidex,https://tidex.com/,C,0.4286,1.14 ETH,0.75 ETH,0.18 ETH,0.01 ETH
Rfinex,https://www.rfinex.com/,C,0.4167,1.14 ETH,0.75 ETH,0.17 ETH,0.01 ETH
Luno,https://www.luno.com,C,0.3929,1.14 ETH,0.74 ETH,0.17 ETH,0.01 ETH
STEX,https://www.stex.com,C,0.3452,1.13 ETH,0.74 ETH,0.16 ETH,0.01 ETH
ACX,https://acx.io/,C,0.3214,1.13 ETH,0.74 ETH,0.15 ETH,0.01 ETH
C网,https://www.cryptopia.co.nz,C,0.3095,1.13 ETH,0.74 ETH,0.15 ETH,0.01 ETH
OkCoin国际,https://www.okcoin.com,C,0.2738,1.12 ETH,0.73 ETH,0.14 ETH,0.01 ETH
DSX,https://dsx.uk,C,0.25,1.12 ETH,0.73 ETH,0.13 ETH,0.01 ETH
CEO交易所,https://ceo.bi,C,0.2262,1.12 ETH,0.73 ETH,0.12 ETH,0.01 ETH
CREX24,https://crex24.com/zh/,C,0.1786,1.11 ETH,0.72 ETH,0.11 ETH,0.01 ETH
IDEX,https://idex.market,C,0.1548,1.11 ETH,0.72 ETH,0.1 ETH,0.01 ETH
Kuna,https://kuna.io,C,0.0833,1.1 ETH,0.71 ETH,0.08 ETH,0.01 ETH
OTCBTC,https://otcbtc.com,C,0.0714,1.1 ETH,0.71 ETH,0.08 ETH,0.01 ETH
hellobts,https://www.hellobts.com/,C,0.0357,1.1 ETH,0.71 ETH,0.06 ETH,0.01 ETH
KKEX,https://kkex.com,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
COINNEST,http://www.coinnest.co.kr,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
Fisco,https://fcce.jp,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
趣币网,https://www.qubi.com,A,0.95,无上限,无上限,3.39 ETH,0.59 ETH
火币合约,https://www.hbdm.com,A,0.925,无上限,无上限,3.34 ETH,0.59 ETH
Dcoin,https://www.dcoin.com/,A,0.8,无上限,无上限,3.09 ETH,0.57 ETH
GAEA,https://www.gmex.io,A,0.825,无上限,无上限,3.14 ETH,0.57 ETH
IOAEX,http://www.ioaex.com,A,0.75,无上限,无上限,2.99 ETH,0.56 ETH
VVBTC,http://www.vvbtc.com,A,0.625,无上限,无上限,2.77 ETH,0.54 ETH
COINBIG,https://www.coinbig.com/,A,0.575,无上限,无上限,2.68 ETH,0.53 ETH
XTRA,https://www.xtraex.com/,A,0.5,无上限,无上限,2.56 ETH,0.52 ETH
BitMart,https://www.bitmart.com/,A,0.375,无上限,无上限,2.37 ETH,0.5 ETH
58COIN,http://www.58coin.com/,A,0.425,无上限,无上限,2.44 ETH,0.51 ETH
BQEX,https://www.bqex.pro/,A,0.4,无上限,无上限,2.4 ETH,0.5 ETH
Exrates,https://lk.exrates.me,A,0.35,无上限,无上限,2.33 ETH,0.49 ETH
Bitget,https://www.bitget.com/,A,0.325,无上限,无上限,2.29 ETH,0.49 ETH
OEX全球站,https://www.oex.com/,A,0.3,无上限,无上限,2.26 ETH,0.48 ETH
10086coin,https://www.10086coin.io/,A,0.2,无上限,无上限,2.12 ETH,0.46 ETH
LBank,https://www.lbkex.com/,A,0.15,无上限,无上限,2.06 ETH,0.45 ETH
IX交易所,https://ix.com/,A,0.1,无上限,无上限,1.99 ETH,0.44 ETH
加勒比H网,http://hht.one/,A,0.075,无上限,无上限,1.96 ETH,0.44 ETH
Coinsuper,https://www.coinsuper.com/,A,0.275,无上限,无上限,2.22 ETH,0.48 ETH
币昇,https://www.bisheng.top,B,0.9344,1.48 ETH,1.0 ETH,0.59 ETH,0.24 ETH
Ethfinex,https://www.ethfinex.com/,B,0.9508,1.49 ETH,1.0 ETH,0.59 ETH,0.24 ETH
BitAsset,https://www.bitasset.com/,B,0.8852,1.47 ETH,1.0 ETH,0.58 ETH,0.23 ETH
OCX,https://ocx.com,B,0.8689,1.46 ETH,1.0 ETH,0.58 ETH,0.23 ETH
紫牛币交所,http://www.purcow.io/,B,0.7869,1.44 ETH,1.0 ETH,0.57 ETH,0.21 ETH
IMX,https://www.imx.com,B,0.7705,1.43 ETH,1.0 ETH,0.56 ETH,0.21 ETH
RightBTC,https://www.rightbtc.com,B,0.7213,1.42 ETH,1.0 ETH,0.56 ETH,0.2 ETH
HEX,https://www.hex.com/,B,0.6721,1.4 ETH,1.0 ETH,0.55 ETH,0.19 ETH
币诺,https://coinoah.com/,B,0.6557,1.4 ETH,1.0 ETH,0.54 ETH,0.18 ETH
6x交易站,https://www.6x.com,B,0.623,1.39 ETH,1.0 ETH,0.54 ETH,0.18 ETH
TOKOK,https://www.tokok.com/,B,0.5902,1.38 ETH,1.0 ETH,0.53 ETH,0.17 ETH
币蛋,https://www.coinegg.com/,B,0.5902,1.38 ETH,1.0 ETH,0.53 ETH,0.17 ETH
Rootrex,https://www.rootrex.com,B,0.5574,1.37 ETH,1.0 ETH,0.53 ETH,0.16 ETH
Bithumb DEX,https://www.bithumb.io/,B,0.5574,1.37 ETH,1.0 ETH,0.53 ETH,0.16 ETH
币龙网,https://www.bitalong.com/,B,0.4918,1.35 ETH,1.0 ETH,0.52 ETH,0.14 ETH
ABEX,https://www.abexb.com/,B,0.459,1.34 ETH,1.0 ETH,0.51 ETH,0.14 ETH
T网,https://www.tokencan.net,B,0.3607,1.32 ETH,1.0 ETH,0.49 ETH,0.11 ETH
Hotbit,https://www.hotbit.io/,B,0.377,1.32 ETH,1.0 ETH,0.5 ETH,0.11 ETH
BKEX,https://www.bkex.com/,B,0.3443,1.31 ETH,1.0 ETH,0.49 ETH,0.11 ETH
币尔,https://www.coineal.com/,A,0.475,无上限,无上限,2.52 ETH,0.51 ETH
TOK,https://www.tok.com,B,0.3279,1.31 ETH,1.0 ETH,0.49 ETH,0.1 ETH
B2BX,https://www.b2bx.exchange/,B,0.2787,1.3 ETH,1.0 ETH,0.48 ETH,0.09 ETH
币系,https://bilaxy.com/,B,0.2623,1.29 ETH,1.0 ETH,0.48 ETH,0.08 ETH
PK.TOP,http://www.pk.top/,B,0.2459,1.29 ETH,1.0 ETH,0.47 ETH,0.08 ETH
UEX,http://www.uex.com/,B,0.2295,1.28 ETH,1.0 ETH,0.47 ETH,0.07 ETH
币管家,https://bgj.io/,B,0.2131,1.28 ETH,1.0 ETH,0.47 ETH,0.07 ETH
COIN918,http://www.coin918.cc/,B,0.1967,1.27 ETH,1.0 ETH,0.46 ETH,0.06 ETH
热币网,https://www.hotcoin.top/,B,0.1803,1.27 ETH,1.0 ETH,0.46 ETH,0.06 ETH
天天国际,http://www.ttex.pro/,B,0.1639,1.27 ETH,1.0 ETH,0.46 ETH,0.05 ETH
怪兽市场,https://www.monster.one,B,0.1148,1.25 ETH,1.0 ETH,0.45 ETH,0.04 ETH
CoinMex,https://www.coinmex.com/,B,0.0984,1.25 ETH,1.0 ETH,0.44 ETH,0.03 ETH
CoinX,https://coinx.im,B,0.0656,1.24 ETH,1.0 ETH,0.44 ETH,0.02 ETH
55全球市场,https://www.55.com,B,0.0328,1.23 ETH,1.0 ETH,0.43 ETH,0.01 ETH
币扬,http://www.bityoung.com/,B,0.0164,1.23 ETH,1.0 ETH,0.43 ETH,0.01 ETH
火币韩国站,https://event.huobi.co.kr,C,0.9881,1.2 ETH,0.8 ETH,0.3 ETH,0.1 ETH
GAEX,https://www.gaex.com/,C,0.9762,1.2 ETH,0.8 ETH,0.3 ETH,0.1 ETH
Biger,https://www.biger.in/,C,0.9762,1.2 ETH,0.8 ETH,0.3 ETH,0.1 ETH
60交易所,https://www.60.com,C,0.9524,1.19 ETH,0.8 ETH,0.29 ETH,0.09 ETH
COIEX,https://coiex.io/,C,0.9524,1.19 ETH,0.8 ETH,0.29 ETH,0.09 ETH
Dididu,http://www.dididu.com/,C,0.8929,1.19 ETH,0.79 ETH,0.28 ETH,0.09 ETH
Korbit,https://www.korbit.co.kr,C,0.881,1.19 ETH,0.79 ETH,0.28 ETH,0.09 ETH
哈希交易所,https://www.hashwang.net/,C,0.869,1.19 ETH,0.79 ETH,0.28 ETH,0.08 ETH
BITINFI,https://web.bitinfi.com/,C,0.8571,1.18 ETH,0.79 ETH,0.27 ETH,0.08 ETH
持币网,https://www.keepbtc.net/,C,0.8333,1.18 ETH,0.78 ETH,0.27 ETH,0.08 ETH
BYEX,https://www.byex.io,C,0.7976,1.18 ETH,0.78 ETH,0.26 ETH,0.07 ETH
QB.COM,https://www.qb.com/,C,0.7738,1.18 ETH,0.78 ETH,0.26 ETH,0.07 ETH
PRDAE,https://www.prdae.pro/,C,0.7262,1.17 ETH,0.78 ETH,0.25 ETH,0.06 ETH
比特兔交易所,https://bitrabbit.com/,C,0.7381,1.17 ETH,0.78 ETH,0.25 ETH,0.06 ETH
HCoin,https://www.hcoin.com/,C,0.7143,1.17 ETH,0.77 ETH,0.24 ETH,0.06 ETH
Simex,https://simex.global/ru,C,0.7024,1.17 ETH,0.77 ETH,0.24 ETH,0.06 ETH
ZT.COM,https://www.zt.com/,C,0.6905,1.17 ETH,0.77 ETH,0.24 ETH,0.06 ETH
Mercatox,https://mercatox.com/,C,0.6786,1.17 ETH,0.77 ETH,0.24 ETH,0.06 ETH
DBOSS,https://www.dboss.vip/,C,0.6548,1.16 ETH,0.77 ETH,0.23 ETH,0.05 ETH
鲸交所,https://www.whaleex.com/,C,0.6429,1.16 ETH,0.77 ETH,0.23 ETH,0.05 ETH
爱尚比特,https://www.asbtc.com,C,0.631,1.16 ETH,0.77 ETH,0.23 ETH,0.05 ETH
7EBIT,http://www.7ebit.net/,C,0.619,1.16 ETH,0.77 ETH,0.22 ETH,0.04 ETH
BTCTurk,https://www.btcturk.com,C,0.5714,1.15 ETH,0.76 ETH,0.21 ETH,0.04 ETH
币次元,https://www.coinx.pro/,C,0.5595,1.15 ETH,0.76 ETH,0.21 ETH,0.03 ETH
DeBi,https://www.debi.com/,C,0.5476,1.15 ETH,0.76 ETH,0.21 ETH,0.03 ETH
FCoinJP,https://www.fcoinjp.com/,C,0.5238,1.15 ETH,0.76 ETH,0.2 ETH,0.03 ETH
笔加索,https://www.bjs.bi/,C,0.5119,1.15 ETH,0.76 ETH,0.2 ETH,0.02 ETH
Indodax,https://indodax.com/,C,0.5,1.15 ETH,0.75 ETH,0.19 ETH,0.02 ETH
币族,https://www.bizu.com,C,0.4524,1.14 ETH,0.75 ETH,0.18 ETH,0.01 ETH
WinMax,https://www.winmax.me/,C,0.4405,1.14 ETH,0.75 ETH,0.18 ETH,0.01 ETH
WanShare,https://www.wanshare.com/,C,0.4048,1.14 ETH,0.75 ETH,0.17 ETH,0.01 ETH
英国交易所,https://ukex.com,C,0.381,1.13 ETH,0.74 ETH,0.16 ETH,0.01 ETH
CoinFit,https://www.coinfit.io/,C,0.3571,1.13 ETH,0.74 ETH,0.16 ETH,0.01 ETH
找币,https://www.zhaobi.com/,C,0.3333,1.13 ETH,0.74 ETH,0.15 ETH,0.01 ETH
炒币网,https://www.chaobi.com/,C,0.2976,1.13 ETH,0.73 ETH,0.14 ETH,0.01 ETH
ZG.com,https://www.zg.com/,C,0.2857,1.12 ETH,0.73 ETH,0.14 ETH,0.01 ETH
AI交易所,https://www.aicexc.com/,C,0.2619,1.12 ETH,0.73 ETH,0.13 ETH,0.01 ETH
新比特交易所,http://www.xbtc.cx/,C,0.4762,1.14 ETH,0.75 ETH,0.19 ETH,0.02 ETH
畅思,https://chaince.com/,C,0.2381,1.12 ETH,0.73 ETH,0.13 ETH,0.01 ETH
VBITEX,https://www.vbitex.com/,C,0.2143,1.12 ETH,0.73 ETH,0.12 ETH,0.01 ETH
币团网,https://www.bituan.com/,C,0.2024,1.12 ETH,0.73 ETH,0.12 ETH,0.01 ETH
中比特交易所,https://zbt.one/,C,0.1905,1.11 ETH,0.72 ETH,0.11 ETH,0.01 ETH
Be.Top,https://www.be.top/,C,0.1667,1.11 ETH,0.72 ETH,0.1 ETH,0.01 ETH
CBX,https://www.cbx.one,C,0.1429,1.11 ETH,0.72 ETH,0.1 ETH,0.01 ETH
G网,https://www.gbcax.com/,C,0.131,1.11 ETH,0.72 ETH,0.09 ETH,0.01 ETH
币和,https://www.bibr.com/,C,0.119,1.11 ETH,0.72 ETH,0.09 ETH,0.01 ETH
ExNow,http://www.exnow.com/,C,0.1071,1.11 ETH,0.72 ETH,0.09 ETH,0.01 ETH
金币,https://www.jbex.pro/,C,0.0952,1.1 ETH,0.72 ETH,0.08 ETH,0.01 ETH
讯齐,https://www.xunq.net,C,0.0595,1.1 ETH,0.71 ETH,0.07 ETH,0.01 ETH
Trade Satoshi,https://tradesatoshi.com/,C,0.0476,1.1 ETH,0.71 ETH,0.07 ETH,0.01 ETH
MAX,https://max.maicoin.com/,C,0.0238,1.1 ETH,0.71 ETH,0.06 ETH,0.01 ETH
币易,http://www.coinyee.pro,C,0.0119,1.1 ETH,0.71 ETH,0.06 ETH,0.01 ETH
DDEX,https://ddex.io/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
CoinEx,https://www.coinex.com,C,0.369,1.13 ETH,0.74 ETH,0.16 ETH,0.01 ETH
Bisq,https://bisq.network/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
新加坡币多网,https://www.coinba.pro/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
Park.one,https://www.park.one,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
CoinFalcon,https://coinfalcon.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
Newdex,https://newdex.io/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
龙阁,https://www.longex.io,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
Coingi,https://coingi.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
SouthXchange,https://www.southxchange.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
Coinrail,https://coinrail.co.kr,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
以飞交易所,https://etherflyer.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
影力所,http://www.inex.exchange/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
DEx.top,https://dex.top/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
比特兄弟,https://www.btb.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
FreiExchange,https://freiexchange.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
